   x,    x,    x,      0,      0
   0,   -1,   18,   3785,  -1565
   7,    4,   59,   2596,   3168
   3,   -3,    2,  -2273,   3407
   3,    5,  -60,  -3919,  -1192
   7,   -1,  -27,      3,  -4096
   0,    2,   45,   3919,  -1192
   7,    3,   37,   2273,   3407
   0,    0,  -45,  -2596,   3168
   4,    6,  -53,  -3783,  -1570
   3,   -1,   15,    398,  -4077
   0,    6,   67,   4017,   -802
   4,    1,    5,   1934,   3611
  -3,    5,  -59,  -2899,   2894
   4,    5,  -36,  -3614,  -1928
  -2,    1,   52,    802,  -4017
   1,    8,   54,   4077,   -398
   1,    0,  -21,   1570,   3783
  -3,    6,  -64,  -3168,   2596
   3,    3,    8,  -3404,  -2278
  -6,    3,   66,   1192,  -3919
   1,    7,   27,   4096,      3
  -3,    0,  -45,   1192,   3919
  -3,    7,  -45,  -3404,   2278
  -1,   -1,   33,  -3168,  -2596
  -7,    5,   45,   1570,  -3783
   1,    3,   -8,   4076,    405
  -6,    0,  -58,    796,   4018
  -2,    5,  -17,  -3611,   1934
  -3,   -2,   63,  -2894,  -2899
  -4,    4,   34,   1934,  -3611
   0,   -1,  -40,   4017,    802
  -7,    1,  -59,    405,   4076
   0,    2,   29,  -3785,   1565
  -7,   -4,   65,  -2596,  -3168
  -3,    3,   -2,   2278,  -3404
  -2,   -4,  -72,   3921,   1186
  -7,    1,  -25,     -3,   4096
   0,   -4,   58,  -3919,   1192
  -8,   -3,   58,  -2273,  -3407
   0,    0,  -37,   2596,  -3168
  -5,   -7,  -57,   3785,   1565
  -3,    1,    8,   -405,   4076
   0,   -7,   64,  -4018,    796
  -7,   -2,   12,  -1928,  -3614
   3,   -4,  -60,   2899,  -2894
  -5,   -6,  -34,   3614,   1928
   1,    0,   50,   -802,   4017
  -1,   -8,   58,  -4077,    398
  -1,    0,  -22,  -1565,  -3785
   4,   -7,  -57,   3168,  -2596
  -3,   -3,  -13,   3407,   2273
   6,   -3,   63,  -1192,   3919
  -1,   -7,   26,  -4096,     -3
   3,    0,  -55,  -1186,  -3921
   3,   -7,  -43,   3404,  -2278
  -1,   -1,   31,   3164,   2601
   7,   -4,   65,  -1570,   3783
  -1,   -3,  -18,  -4076,   -405
   7,    0,  -70,   -796,  -4018
   2,   -5,  -13,   3611,  -1934
   3,    2,   47,   2899,   2894
   6,   -5,   32,  -1934,   3611
   1,    2,  -41,  -4017,   -802
   9,   -1,  -54,   -405,  -4076
   0,   -2,   25,   3783,  -1570
   5,    3,   67,   2596,   3168
   3,   -3,    7,  -2273,   3407
   2,    5,  -65,  -3921,  -1186
   7,   -1,  -22,     -3,  -4096
   0,    3,   56,   3919,  -1192
   8,    3,   42,   2273,   3407
   1,   -1,  -34,  -2596,   3168
   5,    7,  -61,  -3783,  -1570
   3,   -1,   21,    405,  -4076
   0,    7,   64,   4017,   -802
   5,    2,    9,   1934,   3611
  -2,    4,  -64,  -2894,   2899
   5,    6,  -46,  -3614,  -1928
  -2,    1,   43,    796,  -4018
   1,    8,   58,   4077,   -398
   1,    0,  -23,   1570,   3783
  -4,    7,  -63,  -3164,   2601
   4,    4,   -4,  -3407,  -2273
  -5,    3,   68,   1192,  -3919
   1,    7,   28,   4096,      3
  -3,    0,  -54,   1186,   3921
  -3,    7,  -44,  -3407,   2273
   0,    0,   32,  -3164,  -2601
  -7,    5,   58,   1570,  -3783
   1,    3,  -15,   4077,    398
  -7,    0,  -65,    802,   4017
  -2,    5,  -15,  -3611,   1934
  -3,   -2,   57,  -2899,  -2894
  -6,    5,   33,   1934,  -3611
  -1,   -2,  -45,   4018,    796
  -8,    1,  -49,    405,   4076
   0,    2,   21,  -3785,   1565
  -6,   -3,   68,  -2596,  -3168
  -3,    3,   -2,   2273,  -3407
  -3,   -5,  -65,   3921,   1186
  -6,    1,  -28,     -3,   4096
   0,   -3,   55,  -3921,   1186
  -8,   -3,   48,  -2273,  -3407
   0,    0,  -29,   2601,  -3164
  -5,   -7,  -59,   3783,   1570
  -3,    1,   20,   -398,   4077
   0,   -7,   58,  -4017,    802
  -6,   -2,   16,  -1928,  -3614
   2,   -3,  -55,   2894,  -2899
  -5,   -6,  -34,   3614,   1928
   2,   -1,   47,   -796,   4018
  -1,   -7,   58,  -4077,    398
  -2,    0,  -25,  -1570,  -3783
   3,   -6,  -66,   3164,  -2601
  -3,   -3,   -5,   3404,   2278
   5,   -3,   66,  -1186,   3921
  -1,   -7,   23,  -4096,     -3
   3,    0,  -51,  -1186,  -3921
   3,   -8,  -50,   3404,  -2278
   0,    0,   43,   3168,   2596
   7,   -5,   64,  -1565,   3785
  -1,   -3,   -6,  -4076,   -405
   6,    0,  -61,   -796,  -4018
   2,   -6,  -13,   3611,  -1934
   4,    3,   61,   2899,   2894
   6,   -5,   35,  -1934,   3611
   0,    1,  -37,  -4018,   -796
   8,   -1,  -47,   -405,  -4076
   0,   -2,   27,   3785,  -1565
   7,    4,   65,   2596,   3168
   3,   -3,    8,  -2273,   3407
   2,    4,  -63,  -3921,  -1186
   6,   -1,  -21,     -3,  -4096
   0,    3,   56,   3919,  -1192
   8,    3,   49,   2278,   3404
   1,   -1,  -39,  -2596,   3168
   4,    7,  -59,  -3785,  -1565
   3,   -1,   14,    405,  -4076
   0,    7,   61,   4018,   -796
   6,    2,    7,   1934,   3611
  -3,    4,  -54,  -2894,   2899
   5,    6,  -32,  -3611,  -1934
  -2,    1,   45,    802,  -4017
   1,    8,   51,   4077,   -398
   1,    0,  -30,   1570,   3783
  -3,    6,  -59,  -3168,   2596
   3,    3,   -3,  -3407,  -2273
  -5,    3,   61,   1192,  -3919
   1,    6,   18,   4096,      3
  -4,    0,  -51,   1192,   3919
  -3,    7,  -40,  -3404,   2278
   0,    0,   36,  -3168,  -2596
  -6,    4,   65,   1570,  -3783
   1,    2,  -10,   4077,    398
  -6,    0,  -57,    802,   4017
  -1,    5,   -4,  -3614,   1928
  -4,   -3,   59,  -2899,  -2894
  -6,    5,   36,   1928,  -3614
   0,   -1,  -48,   4018,    796
  -7,    1,  -56,    405,   4076
   0,    0,   24,  -3785,   1565
  -7,   -3,   61,  -2601,  -3164
  -3,    3,    9,   2273,  -3407
  -3,   -5,  -55,   3919,   1192
  -7,    1,  -28,      3,   4096
   0,   -3,   50,  -3919,   1192
  -7,   -3,   40,  -2278,  -3404
  -1,    1,  -39,   2596,  -3168
  -4,   -6,  -62,   3785,   1565
  -3,    1,   19,   -398,   4077
   0,   -6,   61,  -4018,    796
  -5,   -1,   15,  -1934,  -3611
   3,   -4,  -65,   2894,  -2899
  -5,   -6,  -43,   3614,   1928
   2,   -1,   41,   -802,   4017
  -1,   -8,   58,  -4076,    405
  -2,    0,  -21,  -1565,  -3785
   4,   -7,  -63,   3164,  -2601
  -4,   -4,   -3,   3407,   2273
   5,   -2,   50,  -1186,   3921
  -1,   -7,   26,  -4096,      3
   3,    0,  -54,  -1192,  -3919
   3,   -7,  -48,   3407,  -2273
   0,    0,   40,   3164,   2601
   5,   -3,   57,  -1570,   3783
  -1,   -3,  -11,  -4076,   -405
   7,    0,  -71,   -802,  -4017
   2,   -6,   -9,   3611,  -1934
   4,    3,   67,   2894,   2899
   6,   -5,   38,  -1934,   3611
   1,    1,  -48,  -4017,   -802
   9,   -1,  -50,   -398,  -4077
   0,   -1,   25,   3783,  -1570
   7,    4,   69,   2601,   3164
   3,   -3,    5,  -2273,   3407
   3,    5,  -65,  -3921,  -1186
   6,   -1,  -21,      3,  -4096
   0,    3,   53,   3919,  -1192
   8,    3,   47,   2278,   3404
   0,    0,  -33,  -2596,   3168
   5,    7,  -55,  -3785,  -1565
   3,   -1,   11,    405,  -4076
   0,    7,   66,   4018,   -796
   6,    2,   10,   1934,   3611
  -2,    3,  -62,  -2894,   2899
   4,    5,  -34,  -3614,  -1928
  -1,    1,   42,    802,  -4017
   1,    8,   51,   4076,   -405
   1,    0,  -24,   1565,   3785
  -4,    7,  -71,  -3168,   2596
   3,    3,    2,  -3404,  -2278
  -5,    2,   63,   1186,  -3921
   1,    6,   20,   4096,      3
  -3,    0,  -56,   1186,   3921
  -3,    8,  -38,  -3407,   2273
   0,    0,   32,  -3164,  -2601
  -7,    4,   60,   1570,  -3783
   1,    2,  -21,   4077,    398
  -7,    0,  -61,    796,   4018
  -1,    5,  -15,  -3614,   1928
  -3,   -2,   59,  -2894,  -2899
  -6,    5,   33,   1934,  -3611
  -1,   -2,  -47,   4018,    796
  -8,    1,  -55,    398,   4077
   0,    2,   19,  -3785,   1565
  -7,   -3,   58,  -2601,  -3164
  -3,    3,   -7,   2273,  -3407
  -3,   -5,  -66,   3921,   1186
  -7,    1,  -24,     -3,   4096
   0,   -2,   60,  -3921,   1186
  -7,   -3,   46,  -2278,  -3404
   1,   -1,  -30,   2596,  -3168
  -5,   -7,  -53,   3785,   1565
  -3,    1,    5,   -398,   4077
   0,   -8,   65,  -4018,    796
  -6,   -2,    2,  -1928,  -3614
   2,   -3,  -58,   2899,  -2894
  -4,   -5,  -36,   3611,   1934
   1,    0,   45,   -802,   4017
  -1,   -8,   50,  -4076,    405
   0,    0,  -25,  -1565,  -3785
   3,   -6,  -61,   3164,  -2601
  -3,   -3,    4,   3404,   2278
   5,   -3,   69,  -1192,   3919
  -1,   -6,   24,  -4096,     -3
   3,    0,  -57,  -1192,  -3919
   3,   -7,  -51,   3407,  -2273
   0,    0,   37,   3164,   2601
   7,   -5,   53,  -1570,   3783
  -1,   -3,   -9,  -4077,   -398
   7,    0,  -61,   -802,  -4017
   2,   -6,  -15,   3614,  -1928
   4,    3,   65,   2899,   2894
   5,   -4,   35,  -1934,   3611
   0,    1,  -42,  -4017,   -802
   8,   -1,  -49,   -405,  -4076
   0,   -2,   27,   3785,  -1565
   7,    4,   63,   2601,   3164
   3,   -3,   -2,  -2273,   3407
   2,    5,  -66,  -3919,  -1192
   6,   -1,  -14,     -3,  -4096
   0,    3,   56,   3921,  -1186
   7,    3,   41,   2273,   3407
   0,    0,  -41,  -2596,   3168
   5,    7,  -61,  -3785,  -1565
   2,   -1,   15,    398,  -4077
   0,    7,   65,   4017,   -802
   5,    1,   12,   1928,   3614
  -3,    4,  -59,  -2894,   2899
   5,    6,  -30,  -3611,  -1934
  -2,    1,   38,    796,  -4018
   1,    8,   47,   4077,   -398
   1,    0,  -22,   1565,   3785
  -3,    7,  -64,  -3168,   2596
   3,    3,    5,  -3407,  -2273
  -4,    2,   64,   1186,  -3921
   1,    6,   28,   4096,     -3
  -3,    0,  -58,   1192,   3919
  -3,    7,  -46,  -3407,   2273
   0,    0,   41,  -3168,  -2596
  -7,    4,   57,   1565,  -3785
   1,    3,  -14,   4076,    405
  -7,    0,  -71,    802,   4017
  -2,    6,  -14,  -3614,   1928
  -4,   -3,   55,  -2899,  -2894
  -6,    5,   37,   1928,  -3614
  -1,   -2,  -47,   4018,    796
  -9,    1,  -52,    398,   4077
   0,    2,   26,  -3783,   1570
  -6,   -3,   69,  -2596,  -3168
  -3,    3,   -6,   2278,  -3404
  -3,   -5,  -60,   3919,   1192
  -6,    1,  -22,     -3,   4096
   0,   -3,   52,  -3919,   1192
  -8,   -3,   50,  -2278,  -3404
   0,   -1,  -40,   2601,  -3164
  -4,   -6,  -57,   3785,   1565
  -3,    1,   22,   -405,   4076
   0,   -6,   65,  -4017,    802
  -6,   -2,   21,  -1934,  -3611
   3,   -4,  -55,   2899,  -2894
  -5,   -6,  -39,   3614,   1928
   3,   -1,   44,   -796,   4018
  -1,   -8,   56,  -4077,    398
  -3,   -1,  -24,  -1565,  -3785
   3,   -6,  -59,   3168,  -2596
  -3,   -3,    0,   3404,   2278
   5,   -3,   69,  -1192,   3919
  -1,   -7,   26,  -4096,      3
   3,    0,  -48,  -1186,  -3921
   3,   -7,  -42,   3404,  -2278
   0,    0,   46,   3168,   2596
   7,   -5,   55,  -1570,   3783
  -1,   -3,  -10,  -4076,   -405
   6,    0,  -75,   -802,  -4017
   2,   -5,  -16,   3614,  -1928
   5,    3,   58,   2899,   2894
   5,   -4,   44,  -1934,   3611
   0,    1,  -46,  -4017,   -802
   9,   -1,  -54,   -398,  -4077
   0,   -2,   21,   3785,  -1565
   6,    3,   58,   2601,   3164
   4,   -4,   -3,  -2273,   3407
   3,    5,  -58,  -3919,  -1192
   7,   -1,  -18,     -3,  -4096
   0,    3,   56,   3921,  -1186
   7,    3,   46,   2273,   3407
   0,    0,  -38,  -2596,   3168
   4,    6,  -63,  -3783,  -1570
   2,   -1,   13,    405,  -4076
   0,    7,   56,   4018,   -796
   6,    2,   12,   1934,   3611
  -3,    4,  -55,  -2899,   2894
   5,    6,  -37,  -3611,  -1934
  -2,    1,   55,    796,  -4018
   1,    7,   54,   4077,   -398
   1,    0,  -30,   1570,   3783
  -3,    6,  -61,  -3168,   2596
   3,    3,   -2,  -3404,  -2278
  -6,    3,   65,   1186,  -3921
   1,    7,   31,   4096,     -3
  -4,    0,  -47,   1192,   3919
  -3,    7,  -42,  -3407,   2273
   0,    0,   29,  -3168,  -2596
  -7,    5,   56,   1565,  -3785
   1,    4,  -15,   4077,    398
  -6,    0,  -68,    802,   4017
  -2,    5,  -13,  -3614,   1928
  -3,   -2,   59,  -2894,  -2899
  -5,    4,   29,   1934,  -3611
  -1,   -2,  -49,   4017,    802
  -8,    1,  -50,    405,   4076
   0,    2,   24,  -3783,   1570
  -7,   -3,   63,  -2601,  -3164
  -3,    3,    4,   2273,  -3407
  -3,   -5,  -67,   3919,   1192
  -6,    1,  -21,      3,   4096
   0,   -3,   54,  -3921,   1186
  -7,   -3,   44,  -2278,  -3404
   0,    0,  -39,   2601,  -3164
  -5,   -7,  -58,   3783,   1570
  -3,    1,   19,   -398,   4077
   0,   -7,   64,  -4018,    796
  -5,   -2,   11,  -1934,  -3611
   3,   -4,  -63,   2894,  -2899
  -5,   -6,  -38,   3614,   1928
   2,   -1,   49,   -796,   4018
  -1,   -8,   56,  -4076,    405
  -1,    0,  -22,  -1570,  -3783
   4,   -7,  -65,   3164,  -2601
  -3,   -3,    2,   3404,   2278
   5,   -3,   63,  -1192,   3919
  -1,   -7,   26,  -4096,     -3
   3,    0,  -56,  -1186,  -3921
   3,   -8,  -54,   3404,  -2278
   0,    0,   36,   3168,   2596
   7,   -4,   60,  -1565,   3785
  -1,   -3,  -11,  -4076,   -405
   7,    0,  -54,   -802,  -4017
   2,   -6,   -9,   3614,  -1928
   4,    3,   57,   2899,   2894
   6,   -5,   37,  -1928,   3614
   1,    1,  -38,  -4017,   -802
   7,   -1,  -52,   -405,  -4076
   0,   -1,   27,   3783,  -1570
   6,    3,   61,   2601,   3164
   3,   -3,    2,  -2278,   3404
   2,    4,  -60,  -3919,  -1192
   6,   -1,  -26,     -3,  -4096
   0,    3,   52,   3921,  -1186
   7,    3,   46,   2278,   3404
   0,    0,  -38,  -2601,   3164
   4,    6,  -57,  -3783,  -1570
   3,   -1,    4,    405,  -4076
   0,    6,   64,   4018,   -796
   6,    2,   15,   1928,   3614
  -3,    4,  -57,  -2894,   2899
   5,    6,  -43,  -3611,  -1934
   0,    0,   45,    802,  -4017
   1,    8,   56,   4076,   -405
   2,    0,  -22,   1570,   3783
  -3,    6,  -59,  -3168,   2596
   4,    4,    2,  -3404,  -2278
  -5,    3,   61,   1186,  -3921
   1,    7,   18,   4096,      3
  -3,    0,  -58,   1192,   3919
  -3,    7,  -42,  -3407,   2273
   0,    0,   38,  -3168,  -2596
  -6,    4,   57,   1565,  -3785
   1,    2,    2,   4076,    405
  -7,    0,  -73,    796,   4018
  -2,    5,  -18,  -3611,   1934
  -4,   -3,   53,  -2894,  -2899
  -6,    5,   31,   1928,  -3614
   0,    0,  -49,   4018,    796
  -9,    1,  -64,    398,   4077
   0,    2,   21,  -3785,   1565
  -6,   -3,   60,  -2596,  -3168
  -3,    3,    4,   2278,  -3404
  -3,   -5,  -70,   3921,   1186
  -8,    2,  -22,     -3,   4096
   0,   -3,   61,  -3921,   1186
  -7,   -3,   43,  -2278,  -3404
   0,    0,  -37,   2601,  -3164
  -5,   -7,  -58,   3785,   1565
  -3,    1,   13,   -398,   4077
   0,   -8,   70,  -4017,    802
  -5,   -2,   20,  -1934,  -3611
   3,   -4,  -65,   2894,  -2899
  -5,   -6,  -31,   3611,   1934
   2,   -1,   46,   -796,   4018
  -1,   -9,   57,  -4077,    398
  -2,    0,  -22,  -1565,  -3785
   4,   -7,  -60,   3164,  -2601
  -3,   -3,   -3,   3404,   2278
   5,   -3,   53,  -1192,   3919
  -1,   -7,   31,  -4096,      3
   3,    0,  -58,  -1186,  -3921
   3,   -7,  -47,   3407,  -2273
   0,    0,   24,   3168,   2596
   6,   -4,   63,  -1565,   3785
  -1,   -4,   -6,  -4076,   -405
   7,    0,  -63,   -796,  -4018
   2,   -6,   -9,   3611,  -1934
   2,    2,   59,   2894,   2899
   6,   -5,   44,  -1934,   3611
   0,    1,  -44,  -4018,   -796
   8,   -1,  -47,   -405,  -4076
   0,   -1,   25,   3783,  -1570
   6,    3,   65,   2596,   3168
   4,   -4,    3,  -2278,   3404
   3,    5,  -65,  -3919,  -1192
   6,   -1,  -33,      3,  -4096
   0,    3,   52,   3921,  -1186
   8,    3,   40,   2273,   3407
   0,    0,  -39,  -2601,   3164
   5,    7,  -60,  -3785,  -1565
   4,   -1,    8,    398,  -4077
   0,    6,   63,   4017,   -802
   5,    1,   10,   1934,   3611
  -3,    4,  -57,  -2899,   2894
   5,    6,  -39,  -3614,  -1928
  -1,    0,   49,    796,  -4018
   1,    8,   63,   4076,   -405
   1,    0,  -14,   1570,   3783
  -3,    6,  -66,  -3164,   2601
   3,    3,   -7,  -3407,  -2273
  -5,    3,   58,   1186,  -3921
   2,    8,   28,   4096,      3
  -2,    0,  -53,   1186,   3921
  -3,    8,  -42,  -3407,   2273
   1,    1,   37,  -3168,  -2596
  -6,    4,   59,   1570,  -3783
   1,    3,  -10,   4077,    398
  -7,    0,  -73,    802,   4017
  -2,    5,  -13,  -3611,   1934
  -4,   -3,   61,  -2894,  -2899
  -6,    5,   37,   1934,  -3611
   0,   -1,  -45,   4018,    796
  -9,    1,  -53,    398,   4077
   0,    2,   19,  -3783,   1570
  -7,   -4,   64,  -2601,  -3164
  -3,    3,    0,   2278,  -3404
  -3,   -5,  -62,   3921,   1186
  -6,    1,  -21,     -3,   4096
   0,   -2,   45,  -3919,   1192
  -7,   -3,   44,  -2273,  -3407
   0,    0,  -35,   2601,  -3164
  -4,   -6,  -63,   3785,   1565
  -3,    1,   12,   -405,   4076
   0,   -6,   75,  -4017,    802
  -5,   -2,   12,  -1934,  -3611
   2,   -4,  -67,   2894,  -2899
  -5,   -6,  -38,   3611,   1934
   1,   -1,   48,   -796,   4018
  -1,   -9,   49,  -4076,    405
  -1,    0,  -26,  -1570,  -3783
   4,   -7,  -70,   3164,  -2601
  -3,   -3,   -9,   3404,   2278
   5,   -3,   65,  -1192,   3919
  -1,   -6,   22,  -4096,     -3
   3,    0,  -62,  -1186,  -3921
   3,   -8,  -31,   3404,  -2278
  -1,   -1,   36,   3168,   2596
   7,   -5,   56,  -1565,   3785
  -1,   -3,  -18,  -4076,   -405
   8,    0,  -58,   -802,  -4017
   1,   -4,   -8,   3611,  -1934
   4,    3,   65,   2894,   2899
   5,   -4,   38,  -1928,   3614
   1,    2,  -42,  -4017,   -802
   7,   -1,  -50,   -398,  -4077
   0,   -1,   18,   3783,  -1570
   7,    4,   68,   2601,   3164
   3,   -3,   -1,  -2278,   3404
   2,    5,  -71,  -3921,  -1186
   6,   -1,  -25,      3,  -4096
   0,    2,   53,   3921,  -1186
   8,    3,   45,   2273,   3407
   0,    0,  -30,  -2601,   3164
   5,    7,  -60,  -3785,  -1565
   3,   -1,   14,    398,  -4077
   0,    7,   58,   4017,   -802
   5,    2,   14,   1934,   3611
  -2,    3,  -65,  -2894,   2899
   5,    6,  -34,  -3614,  -1928
  -2,    1,   46,    796,  -4018
   1,    7,   47,   4077,   -398
   2,    0,  -25,   1570,   3783
  -4,    7,  -62,  -3168,   2596
   3,    3,    1,  -3407,  -2273
  -5,    3,   60,   1192,  -3919
   1,    6,   17,   4096,     -3
  -3,    0,  -53,   1192,   3919
  -3,    7,  -49,  -3407,   2273
   0,    0,   40,  -3168,  -2596
  -6,    4,   52,   1570,  -3783
   1,    2,  -22,   4077,    398
  -7,    0,  -67,    796,   4018
  -2,    6,  -19,  -3614,   1928
  -4,   -3,   60,  -2899,  -2894
  -5,    4,   39,   1928,  -3614
  -1,   -3,  -39,   4017,    802
  -8,    1,  -54,    405,   4076
   0,    2,   20,  -3783,   1570
  -7,   -4,   70,  -2601,  -3164
  -3,    3,   -1,   2278,  -3404
  -2,   -4,  -63,   3921,   1186
  -7,    1,  -24,      3,   4096
   0,   -2,   51,  -3921,   1186
  -8,   -3,   40,  -2278,  -3404
   0,    0,  -29,   2601,  -3164
  -4,   -7,  -64,   3785,   1565
  -3,    1,   24,   -405,   4076
   0,   -6,   61,  -4017,    802
  -5,   -1,   17,  -1928,  -3614
   2,   -3,  -63,   2899,  -2894
  -5,   -6,  -45,   3611,   1934
   3,   -1,   40,   -796,   4018
  -1,   -8,   58,  -4076,    405
  -2,    0,  -23,  -1570,  -3783
   4,   -7,  -62,   3168,  -2596
  -4,   -4,   -3,   3407,   2273
   4,   -2,   68,  -1192,   3919
  -1,   -7,   24,  -4096,      3
   3,    0,  -57,  -1186,  -3921
   3,   -7,  -41,   3404,  -2278
   0,    0,   34,   3168,   2596
   7,   -5,   65,  -1565,   3785
  -1,   -3,  -12,  -4076,   -405
   7,    0,  -64,   -796,  -4018
   1,   -5,   -6,   3611,  -1934
   4,    2,   63,   2894,   2899
   6,   -5,   36,  -1928,   3614
   1,    1,  -43,  -4017,   -802
   8,   -1,  -50,   -398,  -4077
   0,   -1,   18,   3783,  -1570
   7,    4,   53,   2596,   3168
   3,   -3,    0,  -2273,   3407
   3,    5,  -70,  -3919,  -1192
   6,   -1,  -38,     -3,  -4096
   0,    2,   59,   3919,  -1192
   6,    3,   49,   2278,   3404
   0,    0,  -39,  -2596,   3168
   5,    7,  -65,  -3785,  -1565
   5,   -1,   16,    405,  -4076
   0,    7,   67,   4018,   -796
   6,    2,    7,   1928,   3614
  -3,    4,  -59,  -2899,   2894
   5,    6,  -29,  -3614,  -1928
  -2,    1,   43,    802,  -4017
   1,    8,   55,   4076,   -405
   1,    0,  -30,   1570,   3783
  -3,    7,  -66,  -3164,   2601
   3,    3,    4,  -3404,  -2278
  -5,    3,   63,   1186,  -3921
   1,    7,   20,   4096,     -3
  -4,    0,  -55,   1192,   3919
  -3,    8,  -42,  -3407,   2273
   0,    0,   30,  -3168,  -2596
  -7,    4,   59,   1570,  -3783
   1,    2,   -8,   4077,    398
  -7,    0,  -70,    796,   4018
  -2,    5,  -10,  -3611,   1934
  -3,   -2,   51,  -2894,  -2899
  -6,    5,   38,   1928,  -3614
   0,   -1,  -48,   4018,    796
  -9,    1,  -51,    398,   4077
   0,    1,   24,  -3783,   1570
  -6,   -3,   60,  -2596,  -3168
  -3,    3,    6,   2278,  -3404
  -3,   -5,  -65,   3921,   1186
  -6,    1,  -25,      3,   4096
   0,   -3,   45,  -3919,   1192
  -7,   -3,   39,  -2278,  -3404
   0,    1,  -41,   2601,  -3164
  -5,   -7,  -60,   3783,   1570
  -3,    1,   11,   -398,   4077
   0,   -6,   62,  -4018,    796
  -5,   -1,   17,  -1934,  -3611
   3,   -4,  -61,   2899,  -2894
  -5,   -6,  -34,   3611,   1934
   1,   -1,   42,   -796,   4018
  -1,   -8,   52,  -4076,    405
  -2,    0,  -28,  -1565,  -3785
   4,   -7,  -63,   3168,  -2596
  -3,   -3,    3,   3407,   2273
   5,   -2,   64,  -1186,   3921
  -1,   -6,   28,  -4096,     -3
   3,    0,  -54,  -1186,  -3921
